"Data Source","World Development Indicators",
"Netherlands","NLD","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","59","","","","","","75","","","","","","","76.8206338503034","","","","","","76.2704940656914","","","","","78.4682993197279","","","","","75","","","","","75","","","","","75","","","","","73","","","","","","","","","","","",
"Norway","NOR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.843655371305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","2.4","","","","","6.8","","","","","15.1","","","","","","24.1","","","","28.5","","","","37.2999999999999","39.3","","","38.3","","48","","","","","49.7","","","49.62671555","","52.6","","","46.6681216103216","","","57.2","","",
"Nauru","NRU","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","70.1","","","","","","","","","","","","","","","","","","","74.3373465809468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.809640893889","","","","","","","","","","","","","","","","","","","","75.0208511609392","","","","","","","","","","","","","","",
"Oman","OMN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6","","","","","","23.7","","","","","31.7","","","","","","","","24.4","","","","","","29.7","","","","","","","","","","",
"Other small states","OSS","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","5.5","","","","","","5.4","","","","","3.3","","","","","9.1","","","","","","11.8","","21.9","","17.8","13","23.9","","17","","27.6","","32.1","","","26","29.6","27","","","","29","35.4","32","","","","34.2","34","","","","","",
"Panama","PAN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","53.9","","","60.6","","","","","58.2","","","","","","","","","","","","","","","","","","","","","","","","","62.5","","","","62.83116646","","50.8","","","","","","","","","",
"Peru","PER","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","26","","","","","","","","31.4","","","41","","","","","45.8","","","","","","59","","","","64.2","","","","68.9","","","","","","71.3","","72.4","73.2","74.4","75.4","75.5","74","74.6","74.6","76.2","75.4","76.3","75.9","77.4","78.1","77.95","77.3","",
"Philippines","PHL","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","36.2","","","","","","","","","","","","","","","40","","50.7","48.1","47","47.8","49.3","47","49.5","48.8","48.9","49.3","49.3","50.6","","50.7","","","48.9","","55.1","","","","54.3","","","","","58.3","","",
"Palau","PLW","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9","","","","","","","","","","32.4","","","","","","","","","","","","36.7","","","","","","",
"Poland","POL","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","60","","","","","75","","","","","","","","","","","","","","72.7540500736377","","","","","","","","","","","","","","","","","","","","50.5","","","63.2","","","","","","","","","","",
"Pre-demographic dividend","PRE","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2661010374328","","","","","","","","","","19.5992618257805","","","","","","","","","","22.6353542280114","","","","","","","","","","","31.7008232628944","","","",
"Puerto Rico (US)","PRI","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","69.4","","","","","","","","","","","","","","77.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.9","","","","","67.3","","","","","68.6","","67.6","","69.1","","","","70.6","","","","78.2","","","70.2","","","","","","","",
"Portugal","PRT","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","76.25","","","","","","","","","","","","","","","","","","","","","","","","","","85.1085340055987","","","","","","","","73.8869860463731","","","","","","","","","","",
"Paraguay","PRY","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","28.6","","37.7","","","","","","","","44.8","","","48.4","","","","","","55.9","","62.3","","","","","","72.8","","","","79.4","","","","","","","","68.35988695","","","","","","","","",
"West Bank and Gaza","PSE","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2","","","","51.4","","","","50.8","","50.2","","","","52.5232375","","","","57.16260552","","","","","","57.3","","","","",
"Pacific island small states","PSS","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.0801586828835","","","","","","","","","","75.673558653364","","","","","","","","","","","","","","",
"French Polynesia","PYF","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3","","","","","","","","","","","43.2","","","","","","","","","","","","","","37.52185226","","","","","","","","","","","","",
"Romania","ROU","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.3","","","","","","63.8","","","","","70.3","69.8","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.5","66.8","63.4","65.3","","","","","","","","68.5","","","63","","","64.9","68","","","","","","","","","","","","","",
"Rwanda","RWA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","21.2","","","","","","","","13.2","","","","","17.4","","","36.4","","51.6","","","","","53.2","","","","","64.1","","","","",
"South Asia","SAS","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.9535575840695","","","","","","","","","","47.9408274861357","","","","","","","","","","55.4151641703814","","","","","","","","","","","66.2124945487176","","","",
"Saudi Arabia","SAU","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8","","20.8","","","","","","","","23.8","","","","","","","","","24.6463703881643","","","27.6","","","","39.9921873361432","",
"Sudan","SDN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","4.6","","","","","","","","","","","8.7","","","9.9","","","","","","7","","","","","","","9.5","","","","9.055340788","","","","12.77805417","","","","","","","","","","",
"Senegal","SEN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","3.9","","","","","","","","11.3","","","","","","","7.5","","","","12.9","","10.5","","","","","","11.8","","","","","","13.1","","17.8","22.2","23.3","25.1","27.8","27.1","26.9","","","","26.5","",
"Singapore","SGP","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","60.1","","","","71.3","","","","","74","","","","","67","","","","","65","","","","","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.6","","","","","","","","29.3","","","","","","","","","",
"Sierra Leone","SLE","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.284328722","","","","","","5.253615515","","8.2","","11.01261892","","","16.6","","","","22.52056185","","21.2","","","","","",
"El Salvador","SLV","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","21.6","","","34.4","","","","","","","47.3","","","47.1","","","","","53.3","","","","","59.7","","","","","67.3","","","","","72.5","","","","","","71.83256637","","","","","","","53.6","","","",
"San Marino","SMR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia, Fed. Rep.","SOM","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","","","","","","14.59527888","","","","","","","","","","","","","6.9","","","","","",
"Serbia","SRB","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7","","","","","","41.29240737","","","","60.83519849","","","","58.39362879","","","","","62.2958961009131","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.5051646153717","","","","","","","","","","23.7364767179538","","","","","","","","","","23.1878600942197","","","","","","","","","","","31.4686083307126","","","",
"South Sudan","SSD","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","","","","4.000601836","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1445300549311","","","","","","","","","","22.2155155103013","","","","","","","","","","23.7826042391603","","","","","","","","","","","32.0570113805869","","","",
"Small states","SST","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.28015017","","","","","","30.7","","","38.4","","","","","40.48463076","","","","","49.6820543663491","","","","","",
"Suriname","SUR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.13614858","","","","","","45.64332861","","","","47.60297893","","","","","","","","39.12159292","","","","","","",
"Slovak Republic","SVK","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.8838204619636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9125039370079","","","","","","","","","","","","27.80593861","","","","","","","50.6","","","65.19109455","","","","66.14127978","","","","","","","","57.7","","",
"Sint Maarten (Dutch part)","SXM","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","29.5","","","","","","","","","","","","","","","39.6","","","","","","","","46.6","","","","","58.29429438","","","53.9","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3868182094481","","","","",
"Chad","TCD","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","","","7.86800739","","","","11.1","","","","","","4.828020952","","","","","5.7","","","","8.1","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.5409498984472","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.3723069044695","","","","","","","","","","","","","","",
"Togo","TGO","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9","","","","","","","","","","23.5","","25.7434147","","","","","","16.38839048","","","","15.17595395","","","","19.9","","","23.8","","","","","","","",
"Thailand","THA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","14.8","","","26.3","","33.3","","","53.4","","","58.2","","","62.2","","","65.5","","66.2","","","","73.9","","","73.6","72.2","","","","77.8","","","","","76.66148446","","","79.6","","","","79.27499234","","","78.34456677","","","72.9665238202261","","","72.8","","",
"Tajikistan","TJK","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.91634981","","","","","37.94955437","","37.1","","","","","27.9","","","","","29.3","","","","","","","",
"Turkmenistan","TKM","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.8","","","","","","48.00119396","","","","","","","","","","50.20609696","","","49.6763641281299","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.1","","","22.6","","","26.7","","","","8","","10","","","","19.8","","","22.3","","","","","","26","","","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8261057685785","","","","","","","","","","46.7577041406058","","","","","","","","","","49.476729527791","","","","","","","","","","","","","","",
"Tonga","TON","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.1","","","","","","","29.2895637300876","","","","","",
"South Asia (IDA & IBRD)","TSA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.9535575840695","","","","","","","","","","47.9408274861357","","","","","","","","","","55.4151641703814","","","","","","","","","","","66.2124945487176","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1445300549311","","","","","","","","","","22.2155155103013","","","","","","","","","","23.7826042391603","","","","","","","","","","","32.0570113805869","","","",
"Trinidad and Tobago","TTO","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","44","","","","","","52","","","","","","","","","","52.7","","","","","","","","","","","","","38.23210412","","","","","","42.51737836","","","","","40.29322865","","","","","","","","","","","36.5","","",
"Tunisia","TUN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","31.4","","","","","41.1","","","","","49.8","","","","","","","60","","","","","65.5","62.6","","","","","60.2","","","","","","62.5240605","","","","","","50.7","","","","","54","",
"Turkiye","TUR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","22.1","","","","","31.6","","","","","36.7999999999999","","","","","50.4","","","","","50.6","","","","","63.3","","","","","62.6","","","","","63.9","","","","","71","","","","","73","","","","","73.5","","","","","69.8","","","","","","",
"Tuvalu","TUV","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5","","","","","","","","","","","","","23.6671898206608","","","","",
"Tanzania","TZA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4","","20.4","","18.4","","","25.4","","","","","28.2","26.4","","","","","34.4","","","","","","38.4","","","","","","37.6","","",
"Uganda","UGA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","","","","","","14.8","","","","","","22.8","","","","19.7","23.7","","","","","30","","","27.3046339665663","34.6575872759921","39","41.0352540731378","42.5873394312012","","45.1776726212504","51.5294914565342","43","","",
"Ukraine","UKR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.5","71.6","","","","","65.55021693","","66.7","","","","","65.4588684","","","","","","","","","","","","",
"Upper middle income","UMC","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.2062139670923","","","","","","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","83","","","","","","","","","","","","","","","","","","77","","","","","","","","","","","","","","","","","","","","",
"United States","USA","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","66.5","","","","","67.5999999999999","","","69.5999999999999","","79","67.7","","","","","","69.7","","","","","","74.3","","70.7","","","","","76.4","","","","","","","72.8342714694516","","","","","","77.1078369349927","","76.422420421344","","","","","72.7002750253318","","75.9371810574748","","73.9","","","","","",
"Uzbekistan","UZB","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6","","","","67.23019461","","67.7","","","","64.925064","","","","","","","","","","","","","","","","58.8","","",
"St. Vincent and the Grenadines","VCT","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","55.5","","","","","","","58.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","58","","","","","70.3","","","","","","","","","","","","74.99124749","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.18","","","","","","65","","","75.3","71.9","","74.15326487","73.9","78.5","75","75.7","","75.73010753","79.0183280884182","79.4278956072217","","78.0037953916874","77.77496861","76.2093555609056","77.1983805512","75.71918391","75.6846235027929","77.6","76.4","76.4851394258311","","","72.8","","","",
"Vanuatu","VUT","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","24.4","","","","","","","","","","","","","","","","","","","","","","","","38.42833538","","","","","49","","","","","","","","","","","",
"World","WLD","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.479441418473","","","","","","","","","","55.8835345186883","","","","","","","","","","","","","","",
"Samoa","WSM","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7","","","","","26.9","","","","","","16.5858639953807","","","","",
"Kosovo","XKX","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.8","","","","","","66.7","","","","",
"Yemen, Rep.","YEM","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","1.7","","","","","","","","","","","","","9.7","","","","","20.8","","","","","","23.1","","","27.65290972","","","","","","","33.5","","","","","","","","","","","",
"South Africa","ZAF","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.7","","","","","","","","","56.3","","","","","59.9","","","","","","","","","","","","","54.6","","","","","","","","",
"Zambia","ZMB","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2","","","","25.9","","","22.14169929","","","34.2","","","","","40.8","","","","","","","49","","","","49.6","","","","","","",
"Zimbabwe","ZWE","Contraceptive prevalence, any method (% of married women ages 15-49)","SP.DYN.CONU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","38.4","","","","43.1","","","","","","48.1","","","","","53.5","","","","","","","60.2","","","64.94911304","","58.5","","","66.97054601","66.8","","","","","","","","","",
